id,gpsnanotime,hdSpectrumEye,hdCalibEye,hdXmaxEye,theta,dtheta,phi,dphi,l,b,ra,dec,totalEnergy,dtotalEnergy,calEnergy,dcalEnergy,xmax,dxmax,heightXmax,distXmax,dEdXmax,ddEdXmax,x,dx,y,dy,z,easting,northing,altitude,cherenkovFraction,minViewAngle,uspL,duspL,uspR,duspR,hottestStationId,distSdpStation,distAxisStation,particle_type
2,681567592,0,0,1,23.72,0.46,195.99,0.89,330.67,17.1,227.35,-38.23,0.916,0.062,0.773,0.05,705.16,10.38,3924.6,10075.67,1.37,0.03,14367.28,34.82,648.61,31.58,-41.03,491613.94,6099888.18,1374.07,0.09,44.85,223.2,8.31,0.26,0.04,719,468.05,510.23,iron
1,764482472,1,0,1,43.42,0.39,101.93,0.5,68.36,-37.95,332.49,7.26,1.809,0.12,1.547,0.1,893.16,13.08,3863.05,10271.87,2.69,0.06,-9394.39,34.68,-23986.78,32.78,-68.91,467928.33,6075208.71,1384.24,0.09,44.56,227.71,7.8,0.27,0.05,339,150.8,192.97,proton
4,657784491,0,0,1,20.11,0.38,270.49,1.05,313.19,6.14,210.97,-55.28,0.715,0.051,0.6,0.041,615.93,13.54,4839.14,9374.89,1.07,0.02,-27066.96,28.04,8847.95,30.77,60.73,450184.27,6107979.02,1521.71,0.1,44.11,222.46,9.87,0.25,0.05,613,15.13,671.28,iron
1,66276624,0,0,1,36.75,0.54,165.87,1.1,300.97,42.63,191.32,-20.22,0.847,0.066,0.712,0.054,728.65,16.28,4769.16,11762.86,1.31,0.05,-6634.3,44.59,-21189.29,64.2,-55.8,470678.88,6078010.82,1384.32,0.06,82.64,214.84,11.22,0.26,0.05,296,443.46,464.45,iron
4,228928636,1,0,1,29.85,0.2,123.16,0.88,16.73,10.72,265.74,-9.16,2.348,0.166,2.022,0.14,750.29,8.97,3923.0,10058.29,3.51,0.06,-23732.4,23.87,7424.41,24.36,54.43,453520.12,6106564.13,1503.52,0.07,89.11,228.31,9.07,0.26,0.05,662,709.01,807.0,iron
2,468248566,1,1,1,42.86,0.28,43.71,0.43,53.5,-38.46,325.66,-2.23,3.12,0.208,2.689,0.175,684.65,9.96,5927.77,12703.8,4.64,0.08,11823.3,32.43,2148.22,38.07,-34.82,489066.97,6101380.02,1376.02,0.09,56.5,229.71,6.78,0.26,0.04,723,347.47,372.06,iron
1,131917465,1,0,1,23.51,0.47,357.51,0.78,345.55,12.05,245.04,-33.04,12.234,0.906,10.663,0.787,769.56,8.07,3288.09,14755.59,17.91,0.22,-9304.4,37.17,-16264.06,38.42,-34.55,467999.19,6082926.09,1393.57,0.08,45.32,236.34,7.0,0.24,0.03,121,3.79,180.88,proton
4,407200093,1,1,1,43.34,0.2,223.1,0.41,293.34,8.32,176.82,-53.35,10.899,0.73,9.469,0.63,756.72,7.71,5263.26,11165.11,15.64,0.17,-27571.28,22.76,7012.24,29.84,51.32,449685.4,6106142.79,1513.87,0.11,39.48,239.63,4.55,0.31,0.05,628,125.31,167.22,iron
2,205673761,1,0,1,37.29,0.48,140.06,0.55,353.87,39.51,230.1,-8.19,2.011,0.135,1.726,0.113,790.14,10.96,4220.08,13311.59,3.11,0.07,10332.07,52.68,-7033.85,38.68,-37.99,487599.34,6092200.81,1375.56,0.11,38.73,220.14,7.17,0.27,0.04,555,390.84,506.55,iron
4,900567455,0,0,1,24.43,0.44,285.6,0.95,339.04,-28.92,294.68,-58.2,0.751,0.051,0.63,0.041,662.89,10.74,4553.54,8336.65,1.13,0.02,-26746.0,35.81,10780.6,31.44,77.8,450500.24,6109910.47,1542.63,0.1,40.07,220.9,8.84,0.25,0.04,650,171.85,174.58,iron
1,3660146,0,0,1,19.64,0.43,105.91,1.08,31.15,-34.76,313.98,-16.43,0.821,0.06,0.691,0.049,695.14,14.11,3902.22,9118.13,1.23,0.04,-12835.86,29.93,-20988.57,31.98,-52.62,464481.72,6078195.02,1393.52,0.09,49.32,222.02,10.48,0.27,0.05,333,671.27,713.69,iron
2,749521707,1,0,1,37.6,0.51,102.53,0.56,51.88,-29.36,317.31,1.62,1.14,0.081,0.965,0.066,743.03,15.98,4730.17,12768.11,1.63,0.06,9930.46,35.48,-6076.12,46.88,-32.64,487196.27,6093156.52,1378.27,0.08,47.91,234.5,8.93,0.25,0.05,571,25.36,173.83,iron
4,903423723,1,1,1,44.99,0.17,344.98,0.19,234.0,-54.42,53.69,-33.85,3.472,0.229,2.994,0.193,681.06,9.33,6274.31,10944.54,5.17,0.08,-28376.91,11.55,10439.67,11.54,74.87,448870.9,6109565.61,1546.15,0.21,21.56,229.87,7.62,0.24,0.06,606,419.41,521.25,iron
4,921484929,0,0,1,36.16,0.41,270.09,0.56,323.62,-24.52,279.51,-71.22,1.725,0.121,1.475,0.101,689.29,12.07,5174.02,13713.5,2.68,0.08,-18973.74,31.8,20674.04,46.12,29.41,458242.82,6119815.55,1493.57,0.06,67.87,217.98,9.68,0.27,0.05,931,498.77,501.4,iron
4,302039889,1,1,1,43.79,0.32,280.97,0.67,307.57,-40.33,357.84,-76.25,3.53,0.231,3.045,0.194,775.05,7.08,5112.12,16191.68,5.32,0.1,-30464.39,38.0,2701.91,80.93,60.46,446804.28,6101827.77,1533.15,0.15,21.0,227.09,6.04,0.24,0.04,939,44.45,647.19,iron
4,103376066,0,0,1,29.58,0.42,64.68,0.74,15.66,15.27,261.24,-7.74,0.773,0.055,0.648,0.044,686.39,13.45,4605.57,10545.85,1.13,0.03,-23890.4,42.53,18589.26,30.77,74.85,453334.38,6117720.93,1545.94,0.1,36.73,227.12,9.41,0.26,0.05,689,20.99,293.53,iron
2,417341802,0,0,1,42.41,0.82,102.14,1.07,2.76,54.65,223.08,6.5,1.068,0.084,0.902,0.069,664.9,24.25,6084.99,18729.74,1.6,0.08,12061.34,100.1,5897.27,100.5,-41.18,489295.69,6105128.0,1373.33,0.15,31.28,223.1,9.4,0.26,0.05,1290,43.9,371.22,iron
4,492900584,0,0,1,42.91,0.5,242.38,0.75,329.54,-25.63,285.33,-66.16,1.88,0.146,1.61,0.124,728.77,16.91,5464.17,15055.54,2.8,0.1,-15645.28,36.15,17198.75,88.55,22.4,461577.99,6116352.71,1464.56,0.05,73.84,228.36,10.07,0.26,0.05,870,105.39,285.71,iron
1,39378299,1,1,1,53.97,0.31,55.04,0.84,151.36,-46.9,32.25,11.64,55.66,4.823,48.798,4.245,772.33,13.28,6662.2,38212.96,79.3,2.08,-4754.46,124.54,322.3,145.22,2.72,472504.01,6099513.37,1404.1,0.17,17.88,244.17,6.28,0.25,0.04,502,495.84,516.19,proton
4,39351059,1,1,1,53.89,0.57,53.55,0.38,153.12,-47.03,33.29,10.99,60.639,5.198,53.194,4.577,799.72,24.22,6390.73,32767.9,84.42,1.35,-4853.95,75.61,357.51,132.53,2.72,472404.42,6099548.25,1404.11,0.07,52.04,250.08,5.27,0.25,0.03,502,246.51,605.77,iron
4,430417424,1,0,1,39.84,0.27,209.2,0.34,282.14,13.9,164.09,-44.27,12.256,0.863,10.662,0.748,803.56,7.57,4329.29,12739.28,18.98,0.22,-26540.29,28.08,4163.98,28.77,35.48,450724.09,6103299.36,1489.49,0.08,48.45,223.35,5.61,0.2,0.04,634,534.9,541.53,proton
1,942505059,1,1,1,28.35,0.34,108.85,0.37,359.25,34.85,236.5,-8.31,24.394,1.856,21.349,1.626,711.74,6.41,4209.1,15855.45,37.56,0.4,-2925.15,27.68,-23539.71,33.74,-63.29,474393.09,6075669.84,1378.74,0.06,59.51,225.69,5.71,0.24,0.04,357,453.25,588.54,iron
4,277636341,0,0,1,52.37,0.65,20.04,0.57,36.85,-23.78,305.86,-7.37,0.813,0.059,0.68,0.047,659.72,24.53,7582.15,18075.72,1.19,0.06,-27085.74,92.68,24311.48,93.99,22.11,450124.8,6123431.44,1524.42,0.16,19.44,225.78,9.63,0.28,0.05,917,520.68,972.3,iron
2,563718862,0,0,1,42.14,0.53,113.69,0.57,17.47,35.64,244.61,4.18,0.987,0.069,0.832,0.056,768.09,15.17,4959.43,11939.25,1.48,0.04,11749.18,39.08,-5525.71,53.54,-36.38,489012.43,6093711.18,1377.11,0.09,37.94,222.92,8.66,0.25,0.05,578,416.76,490.63,iron
2,108825797,0,0,1,32.74,0.54,114.74,0.92,6.49,33.03,241.74,-4.8,0.661,0.048,0.552,0.038,743.58,15.11,4164.55,11707.28,0.94,0.03,20215.5,31.76,4839.27,75.67,-70.09,497447.34,6104091.43,1364.75,0.12,30.6,232.69,9.51,0.25,0.05,751,332.73,597.05,iron
1,231187667,0,0,1,40.75,0.81,87.84,1.64,34.67,8.39,276.16,5.35,0.926,0.076,0.779,0.063,789.11,22.12,4518.18,17349.49,1.39,0.07,-13360.05,84.68,-13628.4,103.76,-28.55,463939.17,6085551.33,1401.68,0.13,32.93,223.04,10.17,0.26,0.05,153,438.12,568.84,iron
1,359681315,1,0,1,40.13,0.52,103.56,0.74,50.53,-23.16,311.4,3.9,1.504,0.102,1.282,0.085,734.81,14.48,4980.6,16231.04,2.18,0.06,-14059.76,52.8,-14760.14,61.21,-28.55,463243.17,6084415.19,1401.72,0.12,31.38,233.67,8.05,0.27,0.05,153,132.87,757.06,iron
1,982443326,0,0,1,57.29,0.48,160.36,1.16,25.36,4.35,275.52,-4.72,1.57,0.116,1.334,0.097,737.36,23.6,7521.14,16871.77,2.29,0.08,-9178.51,165.72,-14773.19,125.55,-31.29,468117.39,6084417.66,1394.93,0.06,45.88,230.87,9.88,0.27,0.05,167,331.28,808.83,iron
2,717948795,0,0,1,24.22,0.32,342.08,1.53,342.58,-73.71,359.54,-39.05,0.644,0.053,0.538,0.043,769.42,20.53,3221.39,9477.6,0.94,0.04,11559.77,22.92,-4628.92,33.2,-33.68,488820.53,6094606.86,1377.41,0.06,83.6,226.79,10.38,0.25,0.05,686,163.95,667.41,iron
4,297345178,1,1,1,45.01,0.41,274.16,0.45,306.54,-37.1,356.76,-79.58,3.264,0.233,2.814,0.197,789.23,13.38,5021.37,15336.81,5.0,0.13,-17335.32,33.16,20659.28,55.28,19.01,459880.43,6119803.93,1478.84,0.06,63.72,222.28,7.99,0.34,0.05,955,480.02,490.46,iron
4,341487245,1,0,1,31.85,0.28,53.02,0.89,91.17,-68.41,1.57,-8.37,1.811,0.139,1.552,0.118,783.77,12.93,3641.44,11421.61,2.72,0.07,-34218.35,33.45,2850.71,22.86,83.81,443052.4,6101966.39,1575.85,0.06,87.89,226.23,9.72,0.26,0.05,949,24.31,234.73,proton
4,485414792,0,0,1,55.35,0.72,358.05,1.38,15.28,-10.8,284.75,-20.52,0.751,0.057,0.627,0.046,884.83,31.58,5801.57,11993.12,1.08,0.04,-32047.88,148.85,5664.4,49.01,67.15,445218.85,6104783.85,1553.12,0.08,39.59,229.42,10.39,0.25,0.05,630,334.79,337.42,proton
1,224295070,0,0,1,45.84,0.76,129.39,0.93,14.89,36.31,242.95,2.74,1.544,0.121,1.315,0.102,716.12,24.23,5882.25,15086.45,2.31,0.08,-5781.1,77.5,-19968.89,116.13,-51.44,471528.74,6079233.28,1383.64,0.06,57.04,225.85,10.28,0.24,0.05,299,258.3,292.23,iron
4,242662664,0,0,1,33.22,0.4,250.58,0.7,330.38,-37.69,314.4,-64.66,0.825,0.062,0.693,0.05,754.03,15.23,4105.44,9761.16,1.23,0.04,-21878.0,26.27,16706.76,31.99,73.02,455350.57,6115845.53,1531.66,0.06,70.14,223.91,10.44,0.26,0.05,824,499.92,552.65,proton
4,179178893,0,0,1,38.85,0.53,82.12,0.7,80.94,-51.01,347.92,3.54,1.112,0.082,0.941,0.067,661.3,16.05,5651.63,16114.89,1.68,0.07,-22977.93,57.05,24217.25,57.37,14.44,454232.55,6123350.82,1505.05,0.12,32.69,221.58,10.41,0.28,0.06,1036,481.13,748.2,iron
2,104065570,1,0,1,36.35,0.32,255.83,0.57,319.75,-13.37,244.98,-69.11,1.172,0.085,0.993,0.07,701.44,13.71,4973.23,9058.57,1.82,0.04,13977.11,27.55,-2417.76,25.74,-41.86,491231.33,6096822.79,1373.61,0.1,54.21,216.2,9.33,0.24,0.05,729,147.56,211.41,iron
4,854317718,1,1,1,46.31,0.26,67.79,0.69,60.27,-27.67,320.13,8.64,2.79,0.193,2.402,0.162,738.87,12.91,5752.74,9866.28,3.95,0.07,-25431.2,42.03,14863.74,19.99,93.48,451804.72,6113995.75,1563.06,0.14,33.37,240.95,8.43,0.28,0.05,734,48.62,403.32,iron
4,693134947,0,0,1,39.73,0.36,188.03,0.68,344.73,15.63,241.39,-31.07,1.073,0.078,0.907,0.064,707.2,16.61,5271.07,10753.57,1.56,0.04,-22410.69,37.84,7583.55,42.35,49.58,454840.89,6106726.19,1493.31,0.07,81.1,230.71,10.41,0.26,0.05,665,618.63,710.54,iron
1,529427418,0,0,1,26.47,0.52,213.22,0.95,350.44,-19.19,282.99,-45.87,0.912,0.072,0.769,0.06,750.97,18.26,3627.62,9271.31,1.36,0.05,-19575.55,36.79,-18011.18,27.4,-48.15,457739.28,6081154.61,1405.35,0.07,68.57,224.3,10.98,0.26,0.05,369,389.59,439.51,iron
